time_s,true_wrist_X_cm,true_wrist_Y_cm,true_wrist_Z_cm,true_shoulder_elv_deg,true_shoulder_rot_deg,true_elbow_flexion_deg,pred_wrist_X_cm,pred_wrist_Y_cm,pred_wrist_Z_cm,pred_shoulder_elv_deg,pred_shoulder_rot_deg,pred_elbow_flexion_deg,l2_distance_cm
0.0,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.178886,-7.862031,-0.61142826,71.07295,24.05051,91.51745,2.5558503
0.004166666666666667,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.51543,-8.226533,-1.1671047,70.4871,23.88795,91.23075,2.2726862
0.008333333333333333,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.76136,-8.212536,-1.9327011,69.63223,24.072155,91.204185,1.7752428
0.0125,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.333485,-7.4738407,-2.5651283,71.11711,25.549168,90.14722,0.765134
0.016666666666666666,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.163517,-6.7178993,-2.1971893,72.18845,27.13144,88.94328,0.7621942
0.020833333333333332,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,40.707317,-7.2275696,-3.4144306,70.2,26.697075,88.707375,0.9130178
0.025,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.27054,-7.9346323,-3.0465946,70.03527,24.794708,89.04823,1.1417713
0.029166666666666667,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.369675,-7.6138916,-2.8339052,70.49308,25.185017,89.09574,0.81790817
0.03333333333333333,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.477486,-7.393694,-2.7218819,70.70823,25.383507,89.06031,0.6395584
0.0375,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.53074,-7.2971144,-2.6457472,70.88683,25.361946,89.026215,0.59798807
0.041666666666666664,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.57387,-7.210084,-2.6328878,70.94032,25.396305,89.05293,0.55096114
0.04583333333333333,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.5904,-7.156761,-2.6475859,70.92263,25.37772,89.06882,0.51174116
0.05,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.58291,-7.1443224,-2.6371336,70.9615,25.379177,89.09144,0.5057066
0.05416666666666667,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.58291,-7.1443224,-2.6371355,70.9615,25.379173,89.09144,0.5057055
0.058333333333333334,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.58291,-7.1443224,-2.6371336,70.9615,25.379177,89.09144,0.5057066
0.0625,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.58291,-7.1443243,-2.6371317,70.9615,25.379173,89.09144,0.505709
0.06666666666666667,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443224,-2.6371317,70.9615,25.379177,89.09144,0.5057094
0.07083333333333333,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.58291,-7.1443224,-2.6371317,70.9615,25.379177,89.09144,0.5057077
0.075,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.58291,-7.1443214,-2.6371317,70.961494,25.379177,89.09144,0.505707
0.07916666666666666,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443224,-2.6371317,70.961494,25.379177,89.09144,0.5057094
0.08333333333333333,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.58291,-7.1443243,-2.6371307,70.9615,25.379177,89.09144,0.5057095
0.0875,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443224,-2.6371346,70.9615,25.37918,89.09143,0.50570774
0.09166666666666666,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.58291,-7.1443253,-2.6371336,70.9615,25.379177,89.09143,0.5057085
0.09583333333333334,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.58291,-7.1443214,-2.6371336,70.9615,25.379173,89.09143,0.50570595
0.1,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.58291,-7.1443214,-2.6371346,70.9615,25.379177,89.09144,0.50570536
0.10416666666666667,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443243,-2.6371317,70.9615,25.37918,89.09143,0.5057107
0.10833333333333334,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443243,-2.6371288,70.9615,25.379177,89.09143,0.5057124
0.1125,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.58291,-7.1443253,-2.6371307,70.9615,25.37918,89.09143,0.5057102
0.11666666666666667,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443243,-2.6371298,70.96151,25.379173,89.09143,0.5057118
0.12083333333333333,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.58291,-7.1443224,-2.6371336,70.9615,25.379177,89.09143,0.5057066
0.125,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443243,-2.6371365,70.9615,25.37918,89.09143,0.5057079
0.12916666666666668,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443224,-2.6371336,70.9615,25.379177,89.09143,0.5057083
0.13333333333333333,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443253,-2.6371298,70.9615,25.37918,89.09143,0.50571245
0.1375,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582916,-7.1443224,-2.6371317,70.9615,25.37918,89.09143,0.50571114
0.14166666666666666,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443224,-2.6371355,70.9615,25.379177,89.09143,0.5057072
0.14583333333333334,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582916,-7.1443224,-2.6371336,70.9615,25.37918,89.09143,0.50571
0.15,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443214,-2.6371346,70.9615,25.379177,89.09143,0.50570714
0.15416666666666667,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443224,-2.6371336,70.9615,25.37918,89.09143,0.5057083
0.15833333333333333,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582916,-7.1443224,-2.6371365,70.9615,25.37918,89.09143,0.5057084
0.1625,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443214,-2.6371336,70.9615,25.379177,89.09143,0.5057076
0.16666666666666666,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443224,-2.6371317,70.9615,25.379177,89.09143,0.5057094
0.17083333333333334,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443214,-2.6371346,70.9615,25.379177,89.09143,0.50570714
0.175,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443214,-2.6371355,70.9615,25.379177,89.09143,0.50570655
0.17916666666666667,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443214,-2.6371355,70.9615,25.379177,89.09143,0.50570655
0.18333333333333332,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443214,-2.6371355,70.9615,25.379177,89.09143,0.50570655
0.1875,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443214,-2.6371355,70.9615,25.379177,89.09143,0.50570655
0.19166666666666668,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443214,-2.6371355,70.9615,25.379177,89.09143,0.50570655
0.19583333333333333,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443214,-2.6371355,70.9615,25.379177,89.09143,0.50570655
0.2,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443214,-2.6371355,70.9615,25.379177,89.09143,0.50570655
0.20416666666666666,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443214,-2.6371355,70.9615,25.379177,89.09143,0.50570655
0.20833333333333334,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443214,-2.6371355,70.9615,25.379177,89.09143,0.50570655
0.2125,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443214,-2.6371355,70.9615,25.379177,89.09143,0.50570655
0.21666666666666667,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443214,-2.6371355,70.9615,25.379177,89.09143,0.50570655
0.22083333333333333,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443214,-2.6371355,70.9615,25.379177,89.09143,0.50570655
0.225,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443214,-2.6371355,70.9615,25.379177,89.09143,0.50570655
0.22916666666666666,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443214,-2.6371355,70.9615,25.379177,89.09143,0.50570655
0.23333333333333334,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443214,-2.6371355,70.9615,25.379177,89.09143,0.50570655
0.2375,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443214,-2.6371355,70.9615,25.379177,89.09143,0.50570655
0.24166666666666667,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443214,-2.6371355,70.9615,25.379177,89.09143,0.50570655
0.24583333333333332,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443214,-2.6371355,70.9615,25.379177,89.09143,0.50570655
0.25,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443214,-2.6371355,70.9615,25.379177,89.09143,0.50570655
0.25416666666666665,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443214,-2.6371355,70.9615,25.379177,89.09143,0.50570655
0.25833333333333336,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443214,-2.6371355,70.9615,25.379177,89.09143,0.50570655
0.2625,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443214,-2.6371355,70.9615,25.379177,89.09143,0.50570655
0.26666666666666666,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443214,-2.6371355,70.9615,25.379177,89.09143,0.50570655
0.2708333333333333,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443214,-2.6371355,70.9615,25.379177,89.09143,0.50570655
0.275,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443214,-2.6371355,70.9615,25.379177,89.09143,0.50570655
0.2791666666666667,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443214,-2.6371355,70.9615,25.379177,89.09143,0.50570655
0.2833333333333333,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443214,-2.6371355,70.9615,25.379177,89.09143,0.50570655
0.2875,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443214,-2.6371355,70.9615,25.379177,89.09143,0.50570655
0.2916666666666667,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443214,-2.6371355,70.9615,25.379177,89.09143,0.50570655
0.29583333333333334,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443214,-2.6371355,70.9615,25.379177,89.09143,0.50570655
0.3,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443214,-2.6371355,70.9615,25.379177,89.09143,0.50570655
0.30416666666666664,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443214,-2.6371355,70.9615,25.379177,89.09143,0.50570655
0.30833333333333335,41.353928,-6.8018513,-2.930426,70.0,25.0,90.0,41.582912,-7.1443214,-2.6371355,70.9615,25.379177,89.09143,0.50570655
