time_s,true_wrist_X_cm,true_wrist_Y_cm,true_wrist_Z_cm,true_shoulder_elv_deg,true_shoulder_rot_deg,true_elbow_flexion_deg,pred_wrist_X_cm,pred_wrist_Y_cm,pred_wrist_Z_cm,pred_shoulder_elv_deg,pred_shoulder_rot_deg,pred_elbow_flexion_deg,l2_distance_cm
0.0,28.885094,-9.494968,-16.49743,39.0,9.845381,109.34136,27.425417,-13.108565,-20.316753,40.235565,12.606785,102.487404,5.4567356
0.004166666666666667,28.632359,-9.506796,-15.89637,39.0,9.003988,110.5413,28.469383,-13.312187,-19.909111,39.673965,12.222782,101.07477,5.532599
0.008333333333333333,28.619686,-9.509244,-15.865455,39.0,8.956922,110.60053,29.364992,-12.99062,-20.634985,39.102127,14.261168,101.77302,5.951796
0.0125,28.619062,-9.509452,-15.863846,39.0,8.954315,110.603485,28.89481,-12.731312,-20.24759,40.452377,16.268063,102.07721,5.44735
0.016666666666666666,28.619053,-9.509462,-15.863815,39.0,8.954254,110.60353,29.225784,-11.70336,-18.553574,40.971268,14.181887,102.401794,3.52365
0.020833333333333332,28.619047,-9.509469,-15.863795,39.0,8.954213,110.60356,29.449835,-10.940361,-16.358149,42.2741,11.070118,104.62442,1.7268599
0.025,28.619043,-9.509473,-15.863781,39.0,8.954186,110.603584,29.180162,-10.51309,-15.883238,41.983784,11.018398,106.68213,1.1499918
0.029166666666666667,28.619041,-9.509477,-15.863774,39.0,8.954169,110.60359,28.984531,-10.162374,-15.499688,41.701164,10.940813,108.18899,0.83211535
0.03333333333333333,28.619041,-9.509479,-15.863769,39.0,8.954158,110.6036,28.972782,-9.93163,-15.220242,41.494316,10.870978,109.15478,0.8470369
0.0375,28.619041,-9.509479,-15.863769,39.0,8.954158,110.6036,28.775648,-9.771878,-15.016441,41.20192,10.680071,109.96048,0.90074563
0.041666666666666664,28.619041,-9.509479,-15.863769,39.0,8.954158,110.6036,28.375654,-9.389725,-14.422851,40.972923,10.263626,110.82877,1.4662274
0.04583333333333333,28.619041,-9.509479,-15.863769,39.0,8.954158,110.6036,28.124762,-9.287062,-14.109627,40.836624,9.898296,111.41852,1.8359725
0.05,28.619041,-9.509479,-15.863769,39.0,8.954158,110.6036,27.911041,-9.357285,-13.8482275,40.60057,9.839967,111.99208,2.1416893
0.05416666666666667,28.619041,-9.509479,-15.863769,39.0,8.954158,110.6036,27.865519,-9.447794,-13.799585,40.799522,10.245656,112.094376,2.1982844
0.058333333333333334,28.619041,-9.509479,-15.863769,39.0,8.954158,110.6036,27.709974,-9.423966,-13.839654,41.03511,10.392341,112.10419,2.2205305
0.0625,28.619041,-9.509479,-15.863769,39.0,8.954158,110.6036,27.530184,-9.189629,-13.9186945,41.118057,10.335783,111.96794,2.2519388
